"","from","to","strength"
"1073","likeCorbyn","partyMember",-1.6765574371309
"1074","effectsEUNHS","likeFarage",-1.66228061465108
"1075","disability","al_scale",-1.16773099084958
"1076","RPrivSchnew_dk","headHouseholdPast",-2.01871263046814
"1077","education","headHouseholdPast",-0.816605922420422
"1078","profile_turnout_2015","personality_neuroticism",-2.88211360899049
"1079","euLawsLevel","gender",-3.89201721224896
"1080","asylumMore","gender",-2.73561245703945
"1081","immigUKIP","languageSkills",-1.0230682731472
"1082","echr","changeImmig",-2.06719853557229
"1083","ukCoopCAP","euLeaveBigBusiness",-0.974951721829484
"1084","effectsEUUnemployment","euKnow6",-0.710265661124481
"1085","Age","normEU",-1.51455174668854
"1086","effectsEUWorkers","leaveTone",-1.66266327686321
"1087","noneuMore","businessSupport",-1.1122330747952
"1088","Age","likeBoris",-2.48979858776011
"1089","euLawsLevel","likeBoris",-1.88917727207627
"1090","prevJob","tolUncertain3",-2.08447446449884
"1091","gender","europeanness",-0.684679738276373
"1092","likeLD","europeanness",-3.09046424007329
"1093","effectsEUTrade","europeanness",-3.23732313670416
"1094","bestPM","efficacyUnderstand",-2.41772885260252
"1095","likeFarage","immigEcon",-1.09433915754744
"1096","effectsEUWorkers","subjClass",-3.18614574433332
"1097","euLawsLevel","subjClass",-1.03279057080886
"1098","immigCultural","al3",-1.44622305475002
"1099","lr3","likeCorbyn",-3.49128317615191
"1100","profile_turnout_2015","europeanness",-1.01979018946213
"1101","euRefFinal","profile_religion",-1.26012772478089
"1102","asylumMore","profile_religion",-3.20086431363097
"1103","profile_gross_household","profile_religion",-1.3711148637758
"1104","euUndermineIdentity","likeUKIP",-0.90718348256496
"1105","tolUncertain1","personality_neuroticism",-1.50979654617549
"1106","remainTone","leaveImpactSelf",-1.04541902418873
"1107","lr3","britainFairShare",-1.04459804455223
"1108","asylumMore","pccTurnout",-1.03951909625778
"1109","ukCoopEuro","polKnowOsborne",-1.0390724774245
"1110","infoSourceInternet","profile_newspaper_readership_201",-2.61880191761429
"1111","normEU","profile_newspaper_readership_201",-2.20634010547155
"1112","euRefTurnout","euSources_3",-1.02303758968014
"1113","monarch","profile_ethnicity",-2.26380511696379
"1114","housing","gayEquality",-1.7755131541162
"1115","euSources_99","leaveTone",-1.01275512393431
"1116","immigrantsWelfareState","postalapply",-1.17857229205231
"1117","effectsEUUnemployment","effectsEUWorkers",-9.73895042516665
"1118","effectsEUWorkers","effectsEUNHS",-41.7401270901719
"1119","profile_turnout_2015","riskTaking",-2.2991310975159
"1120","euRefInterest","postalapply",-6.59927054004777
"1121","postalapply","profile_turnout_2015",-7.61790368713105
"1122","euSources_111","postalapply",-1.47851889535116
"1123","profile_ethnicity","education",-2.43277379596702
"1124","infoSourcePeople","euDominance",-2.36804151011438
"1125","euSources_1","euDominance",-1.94995266548858
"1126","lr4","germanyFairShare",-0.996803771785835
"1127","marital","selfOccStatus",-0.994328313034771
"1128","effectsEUFinance","tolUncertain1",-2.19919255115042
"1129","euPreventWar","tolUncertain1",-3.6092863108579
"1130","EUIntegrationUKIP","polKnowMay",-0.974715229729782
"1131","lr2","personality_neuroticism",-0.0933253991095171
"1132","euPreventWar","effectsEUUnemployment",-0.965470258714959
"1133","Age","al4",-3.83957444150292
"1134","profile_household_children","al4",-1.18317168513795
"1135","likeCon","certaintyUKRemain",-0.441482802504311
"1136","EUIntegrationLab","certaintyUKRemain",-2.29332738888525
"1137","likeAlanJohnson","EUIntegrationLab",-1.04313175182165
"1138","effectsEUWorkers","conSupport",-3.44580416822464
"1139","socialDesScale","polKnowBercow",-1.74961408533977
"1140","likeLD","socialIdentityGlobalRemain",-1.59622428455145
"1141","britainFairShare","campaigninfoRemain",-2.14064617668873
"1142","ukCoopWorkers","campaigninfoRemain",-1.2860792564461
"1143","workingStatus","subjClass",-0.901382775572529
"1144","effectsEUWorkers","polKnowClegg",-1.76773034710124
"1145","euKnow4","euKnow3",-0.877345603614799
"1146","lr3","likeAlanJohnson",-1.28223034248822
"1147","euRefExpectation","leaveImpactBritain",-0.911264426388698
"1148","immigUKIP","leaveImpactBritain",-4.39662489427042
"1149","sickOrElderlyInHousehold","leaveImpactBritain",-1.1414334452827
"1150","euRefInterest","childBenefitsRepatriate",-0.74125708180668
"1151","profile_household_size","tuSupport",-0.851319185258376
"1152","satDemEU","profile_religion",-2.47559319570291
"1153","profile_household_children","infoSourcePaper",-2.51490004532593
"1154","infoSourcePeople","infoSourcePaper",-3.57760564112255
"1155","infoSourcePaper","infoSourceRadio",-3.28258437311479
"1156","ukCoopEuro","immigUKIP",-0.474174136126749
"1157","preschoolChildrenInHousehold","EUMIICategory",-1.05257090772466
"1158","prevJob","friendsEU",-0.574778039255762
"1159","likeGove","likeLab",-0.955434106269877
"1160","infoSourceInternet","euKnow5",-1.00693821970549
"1161","britainFairShare","neverPrivateSchool",-0.435389892235378
"1162","ukCoopEuro","satDemUK",-0.823551574866997
"1163","gender","EUMIICategory",-0.950794568897891
"1164","profile_gross_personal","localTurnoutRetro",-1.34137930993472
"1165","infoSourcePeople","preschoolChildrenInHousehold",-1.22426838946578
"1166","proConRemain","labUnited",-0.804735145617997
"1167","likeFarage","immigSelf",-1.43322123633425
"1168","certaintyEULab","immigSelf",-5.52678231078789
"1169","EUIntegrationCon","certaintyEUGreen",-3.50996213437634
"1170","likeCameron","certaintyEUGreen",-1.61570690482097
"1171","blackEquality","lr_scale",-1.83831446891213
"1172","lr1","lr_scale",-1.57126648783083
"1173","gender","partyMember",-0.791734025783057
"1174","polKnowBercow","effectsEUImmigration",-1.73197252930368
"1175","effectsEUImmigration","effectsEUTerror",-21.5577264041726
"1176","effectsEUImmigration","euLeaveBigBusiness",-2.84470745797239
"1177","partyContact1","changeCrime",-0.994078545886396
"1178","blackEquality","changeCrime",-1.39034122642261
"1179","childBenefitsRepatriate","euKnow1",-1.30504388139184
"1180","euLawsLevel","likeLD",-0.785787425188573
"1181","campaigninfoRemain","socialDesScale",-1.51219847016273
"1182","locus1","lr_scale",-1.17129387713271
"1183","euLeaveVoice","euUndermineIdentity",-1.1825883071881
"1184","labUnited","immigGreen",-1.02562515793079
"1185","likeLD","al2",-0.755348811875137
"1186","asylumMore","ukCoopEuro",-0.749144427900546
"1187","labSupport","personality_conscientiousness",-0.588310542347472
"1188","pccTurnout","education",-0.942441397279708
"1189","euGovtLeaflet","EUIntegrationLD",-0.933202145858104
"1190","likeLD","partyId",-2.18413412108066
"1191","effectsEUEcon","ukCoopCAP",-6.53175243069859
"1192","ukCoopCAP","ukCoopWorkers",-21.2627248259124
"1193","ukCoopCAP","ukCoopTrade",-22.4706868403886
"1194","tuSupport","ukCoopTrade",-6.40752036953086
"1195","euRefInterest","ukCoopTrade",-7.28021894969754
"1196","euSources_5","ukCoopWorkers",-3.35291122323497
"1197","ukCoopEuro","ukCoopWorkers",-0.447254413306609
"1198","likeOsborne","ukCoopCAP",-1.377041538409
"1199","profile_gross_personal","personality_conscientiousness",-0.585755198224206
"1200","infoSourceInternet","euSources_5",-0.714122276978401
"1201","euRefFinal","changeImmig",-3.14353303851885
"1202","immigContributeTake","euRefFinal",-2.34928147169205
"1203","immigrantsWelfareState","al1",-0.713039573345554
"1204","effectsEUImmigration","satDemEU",-0.658622650505777
"1205","ukCoopWorkers","pccVote1",-2.74234962180026
"1206","immigCon","immigContributeTake",-3.35242064397426
"1207","EUIntegrationUKIP","immigContributeTake",-2.21436382971751
"1208","euPreventWar","certaintyEUCon",-0.695243293500425
"1209","franceFairShare","conSupport",-3.14351038023847
"1210","conSupport","cabinetSupport",-31.7964460568003
"1211","bestPM","euRefTurnout",-2.21293604876541
"1212","effectsEUTrade","immigGreen",-1.23395192906537
"1213","profile_newspaper_readership_201","ns_sec_analytic",-1.14025081258069
"1214","friendsEU","europeanness",-8.43736461258504
"1215","al_scale","echr",-0.688570523202316
"1216","housing","marital",-41.0124162949562
"1217","leaveTone","profile_past_vote_2005",-0.687037673681743
"1218","germanyFairShare","infoSourcePeople",-0.683386398461607
"1219","certaintyEUCon","immigSelf",-0.675010468181654
"1220","benefitsToMigrants","infoSourcePaper",-2.72659288082855
"1221","asylumMore","infoSourcePaper",-1.95058608298359
"1222","likeGove","infoSourcePaper",-1.91011909200438
"1223","al3","tolUncertain2",-0.666705259391051
"1224","effectsEUEcon","socialDes_1",-0.662675130348873
"1225","Age","polKnowMiliband",-2.23138413625634
"1226","euUndermineIdentity","polKnowMiliband",-0.965175374475166
"1227","euCloser","euMemberJoin",-2.0008109218179
"1228","changeNHS","euMemberJoin",-1.60806116370691
"1229","euLawsLevel","likeFarage",-1.10140696747953
"1230","certaintyEULab","likeFarage",-0.857432188606708
"1231","immigUKIP","likeUKIP",-0.654961003197059
"1232","ukCoopMovement","partyIdEU",-0.542441203457429
"1233","euLawsLevel","euRefTurnout",-2.30927573190343
"1234","prefTradeoff","changeNHS",-0.64017319306015
"1235","socialDes_none","partyId",-1.81818942563268
"1236","euLeaveVoice","partyId",-1.5148585576178
"1237","likeAlanJohnson","partyId",-1.30969045057577
"1238","cabinetSupport","certaintyEULD",-0.611797364930908
"1239","locus1","locus2",-0.31373670744938
"1240","changeEconomy","leaveImpactBritain",-1.19184931783548
"1241","ukCoopEuro","euMemberJoin",-1.32301675724784
"1242","labSupport","likeGove",-0.98889674334464
"1243","Age","likeGove",-0.926846587052296
"1244","leaveTone","likeGove",-0.835953426324977
"1245","immigContributeTake","lr2",-0.597824920826838
"1246","changeCrime","personality_agreeableness",-0.100851191765287
"1247","britishness","personality_agreeableness",-1.7703295361498
"1248","localTurnoutRetro","profile_education_age",-1.78358336079441
"1249","effectsEUFinance","EUIntegrationLD",-0.57662791592702
"1250","lr3","polAttention",-1.09102681609011
"1251","conSupport","polAttention",-0.781740944143849
"1252","localTurnoutRetro","privateSecondarySchool",-0.575386059614118
"1253","ukCoopTrade","certaintyUKLeave",-0.657273393125706
"1254","britainFairShare","femaleEquality",-1.16675104699959
"1255","campaigninfoLeave","satDemEng",-3.50487660131466
"1256","proConLeave","satDemEng",-0.370709893689991
"1257","effectsEUTerror","profile_turnout_2015",-0.562640873334374
"1258","franceFairShare","selfOccStatusLast",-0.645855271198457
"1259","housing","UKsovereignty",-2.50087732093152
"1260","disability","UKsovereignty",-1.18258275433573
"1261","bestPM","changeCrime",-0.546488222570588
"1262","friendsEU","gor",-0.541343287935433
"1263","certaintyEUCon","ukipUnited",-2.50357448206933
"1264","cabinetSupport","ukipUnited",-2.16580592800506
"1265","likeFarage","ukipUnited",-1.53396407362538
"1266","housing","generalElectionVote",-2.50765309123585
"1267","profile_turnout_2015","generalElectionVote",-2.13208999945073
"1268","EUIntegrationLD","immigUKIP",-12.2919818248699
"1269","immigUKIP","EUIntegrationGreen",-2.91661622862193
"1270","bestPM","femaleEquality",-0.5299264662018
"1271","UKsovereignty","ukCoopWorkers",-0.52697383698694
"1272","postalapply","gayEquality",-0.525368983394856
"1273","studentsMore","certaintyEUUKIP",-0.455982742070319
"1274","certaintyEULD","immigGreen",-0.521998949964427
"1275","euSources_5","euKnow6",-0.172031063360691
"1276","Age","euSources_4",-1.22372815188896
"1277","conSupport","euSources_4",-0.658658546333527
"1278","headHouseholdPast","efficacyEU",-0.92828712211417
"1279","likeUKIP","personality_agreeableness",-0.493495216730707
"1280","regSatisfaction","euKnow5",-0.868040603235045
"1281","franceFairShare","euKnow5",-0.731274194672551
"1282","cabinetSupport","partyIdEU",-0.484086528968533
"1283","gayEquality","polKnowClegg",-0.473400117101676
"1284","leaveTone","pccVote1",-1.1207205535884
"1285","labUnited","education",-0.479010053020374
"1286","euLawsLevel","satDemEU",-0.474345380326554
"1287","familiesMore","tolUncertain1",-0.470922288402335
"1288","euKnow6","britishness",-0.465531834109697
"1289","profile_past_vote_2015","socialIdentityGlobalRemain",-2.6768191304343
"1290","campaigninfoLeave","normEU",-0.453735816430708
"1291","infoSourceTV","countryOfBirth",-0.453648549054833
"1292","euPreventWar","likeAlanJohnson",-1.78943082459114
"1293","immigGreen","euSources_2",-0.446381318850058
"1294","infoSourceInternet","campaigninfoLeave",-0.443154158524521
"1295","ukCoopCAP","effectsEUFinance",-0.285806540698786
"1296","EUIntegrationUKIP","UKsovereignty",-5.68403140353098
"1297","EUIntegrationCon","UKsovereignty",-2.77051176025884
"1298","leaveTone","al4",-0.325305345603056
"1299","housing","likeLab",-0.432264263255774
"1300","lr1","certaintyEULab",-0.509557579894249
"1301","euCloser","euRedTape",-0.422456306609092
"1302","lr2","econGenRetro",-0.418093865736182
"1303","britishness","polKnowBercow",-0.418066522142908
"1304","privateSecondarySchool","al3",-0.635858636377748
"1305","euMore","ukCoopMovement",-4.58975253434141
"1306","certaintyEUUKIP","prefTradeoff",-2.50789586421638
"1307","likeOsborne","likeCorbyn",-1.18959804471751
"1308","likeLab","efficacyUnderstand",-0.389426154092916
"1309","al3","euMemberJoin",-0.371976893821738
"1310","disability","livedAbroad",-1.17921677533644
"1311","certaintyUKLeave","generalElectionVote",-0.357426349122306
"1312","lr_scale","efficacyEU",-4.14852626922197
"1313","lr3","efficacyEU",-2.01250877510097
"1314","Age","likeBennett",-1.9614730978501
"1315","certaintyEUCon","EUMIICategory",-0.473913917049686
"1316","certaintyUKLeave","leaveImpactBritain",-0.812833293563017
"1317","effectsEUEcon","euSources_111",-0.346013177817099
"1318","profile_household_children","headHouseholdPast",-0.383465023110716
"1319","EUIntegrationLab","euKnow2",-0.537985916524349
"1320","lr3","euKnow2",-0.415259971724595
"1321","ukCoopCAP","schoolChildrenInHousehold",-0.334223948801963
"1322","Age","gender",-2.36374782812652
"1323","changeImmig","gender",-1.46265741878761
"1324","euSources_111","gender",-0.862232697170043
"1325","ukCoopWorkers","bestPM",-0.328861164161026
"1326","schoolChildrenInHousehold","changeImmig",-0.328403792017298
"1327","likeCon","effectsEUWorkers",-1.00534593562134
"1328","effectsEUWorkers","effectsEUTrade",-14.3463551556633
"1329","euRefTurnout","profile_education_age",-1.19089639820027
"1330","EUIntegrationCon","blackEquality",-0.825388429550912
"1331","benefitsToMigrants","blackEquality",-0.797166340566264
"1332","EUIntegrationSelf","euUndermineIdentity",-1.95870644923366
"1333","EUIntegrationCon","euUndermineIdentity",-0.38620073547645
"1334","euLawsLevel","childBenefitsRepatriate",-0.31437145859843
"1335","polAttention","likeBennett",-4.71987856715759
"1336","selfOccStatusLast","postalapply",-0.306516613588315
"1337","privatePrimarySchool","ukCoopMovement",-2.57761007827889
"1338","profile_gross_household","edlevel",-0.302444176458494
"1339","germanyFairShare","euParlOverRide",-0.301302669093729
"1340","locus1","livedAbroad",-0.296967051903266
"1341","blackEquality","localTurnoutRetro",-0.296419690847188
"1342","EUIntegrationLD","profile_religion",-0.295448343440057
"1343","immigEcon","immigrantsWelfareState",-0.292838296986474
"1344","echr","EUMIICategory",-0.291623756370882
"1345","disability","locus1",-0.290521463748746
"1346","britishness","profile_religion_denom",-1.67154871893808
"1347","euCloser","UKsovereignty",-0.434306323032615
"1348","effectsEUTrade","likeAlanJohnson",-0.791109397171567
"1349","socialDes_dk","satDemEng",-0.326358044037647
"1350","profile_turnout_2015","euRefExpectation",-0.17437735002477
"1351","workingStatus","selfOccStatusLast",-4.20853210525496
"1352","selfOccStatus","selfOccStatusLast",-1.5406622913014
"1353","likeFarron","immigLD",-0.267935444526529
"1354","franceFairShare","likeCorbyn",-6.06301917332826
"1355","britainFairShare","likeCorbyn",-2.85523830705324
"1356","profile_household_size","likeCorbyn",-0.698609183448752
"1357","likeBennett","grnUnited",-0.258796988169934
"1358","proConLeave","euKnow1",-0.258445951956787
"1359","euPreventWar","prevJob",-0.257523563345899
"1360","lr4","personality_openness",-0.583828554316824
"1361","UKsovereignty","proConRemain",-1.49211508162853
"1362","socialIdentityGlobalLeave","proConRemain",-0.66247622299602
"1363","prefTradeoff","infoSourceRadio",-0.582112094717331
"1364","euPreventWar","infoSourceRadio",-1.35732263276032
"1365","normEU","infoSourceRadio",-0.386947941609606
"1366","socialDes_dk","certaintyUKLeave",-0.319484997571635
"1367","euLeaveVoice","beliefTradeoff",-0.0768696324903431
"1368","beliefTradeoff","socialDesScale",-2.53471753971257
"1369","ukCoopWorkers","socialDesScale",-1.07014901498542
"1370","euRefInterest","beliefTradeoff",-1.61680302493755
"1371","immigGreen","beliefTradeoff",-0.461560769205789
"1372","businessSupport","turkey",-1.35255285670451
"1373","turkey","betterDealEU",-8.69068240976617
"1374","beliefTradeoff","socialDes_dk",-1.88684848045608
"1375","profile_household_children","socialDes_dk",-1.33510460375533
"1376","ukCoopTrade","socialDes_dk",-0.965798446034398
"1377","parliamentSupport","euKnow4",-1.70818610918604
"1378","effectsEUWorkers","effectsEUImmigration",-1.46909474605195
"1379","euParlOverRide","effectsEUImmigration",-0.971426429373196
"1380","familiesMore","certaintyEULab",-0.224439227807693
"1381","certaintyEUCon","parentsForeign",-0.223126423771248
"1382","conSupport","euSources_1",-5.33921911899301
"1383","euSources_1","EUIntegrationUKIP",-4.8923860177083
"1384","euRefInterest","EUIntegrationLab",-0.462553808145685
"1385","euLawsLevel","EUIntegrationLab",-0.220098691775547
"1386","englishness","neverPrivateSchool",-0.214746231261017
"1387","likeAlanJohnson","profile_ethnicity",-2.67725840854018
"1388","Age","profile_ethnicity",-1.89726902096504
"1389","al_scale","profile_ethnicity",-1.92003806604816
"1390","lr5","profile_ethnicity",-0.626655435999965
"1391","effectsEUUnemployment","leaveImpactBritain",-0.293315436371586
"1392","immigContributeTake","euKnow4",-2.40067485433588
"1393","euMore","euKnow4",-1.45584743295456
"1394","tolUncertain2","euKnow4",-0.314829157451868
"1395","personality_agreeableness","euKnow4",-0.292473231681697
"1396","euLeaveScotIndep","europeanness",-2.1944388095435
"1397","EUIntegrationSelf","europeanness",-0.749393448100591
"1398","likeBennett","languageSkills",-4.13535603094294
"1399","EUMIICategory","languageSkills",-0.314181444843712
"1400","certaintyUKRemain","noDependentsInHousehold",-0.198000737889373
"1401","asylumMore","effectsEUFinance",-0.195829149451583
"1402","euPreventWar","turkey",-0.0489101747452878
"1403","leaveImpactBritain","ns_sec_analytic",-1.01749182091316
"1404","EUIntegrationSelf","remainTone",-0.184827123668583
"1405","sickOrElderlyInHousehold","ukCoopMovement",-1.75563828947668
"1406","asylumMore","ukCoopMovement",-1.70783952571401
"1407","al2","ukCoopMovement",-1.10585826365718
"1408","euDominance","euRefExpectation",-0.172018650896462
"1409","euRefTurnout","euRefCertainty",-15.8057320482385
"1410","likeLD","euRefTurnout",-0.992008591881813
"1411","leaveImpactSelf","euRefCertainty",-1.06663615355978
"1412","euSources_1","euRefCertainty",-0.788665749469828
"1413","turkey","proConRemain",-1.6701870078482
"1414","turkey","euSources_1",-1.70749511553845
"1415","prevJob","turkey",-0.662230071962767
"1416","likeOsborne","euSources_1",-0.287028743033716
"1417","euRefFinal","regSatisfaction",-0.232528042843114
"1418","euSources_1","al3",-1.75917104536427
"1419","infoSourcePaper","al3",-0.310830093973323
"1420","noDependentsInHousehold","euLeaveScotIndep",-0.477089266325038
"1421","britainFairShare","euLeaveScotIndep",-0.373362679078355
"1422","euKnow4","euMIISmall",-1.21735330305637
"1423","immigLD","euMIISmall",-1.73695434170531
"1424","leaveTone","euMIISmall",-0.255287469107316
"1425","privatePrimarySchool","changeCostLive",-0.139041481332697
"1426","polAttention","riskTaking",-1.38124047243355
"1427","asylumMore","riskTaking",-2.3107740958784
"1428","immigCultural","riskTaking",-7.84879686096735
"1429","effectsEUTrade","riskTaking",-0.27406500859172
"1430","likeLab","prefTradeoff",-1.76341856122235
"1431","campaigninfoLeave","prefTradeoff",-0.821994932168309
"1432","EUIntegrationGreen","prefTradeoff",-1.34821711985478
"1433","immigContributeTake","prefTradeoff",-0.74572733550508
"1434","infoSourceInternet","personality_openness",-0.510595337269478
"1435","postalapply","personality_openness",-0.170687671963833
"1436","remainTone","certaintyUKLeave",-0.121968903368497
"1437","certaintyEULab","likeAlanJohnson",-0.373573815602413
"1438","euSources_111","likeAlanJohnson",-0.312578843859228
"1439","effectsEUUnemployment","euLeaveVoice",-0.112466582597563
"1440","changeEconomy","efficacyPolCare",-0.107266772794901
"1441","housing","englishness",-0.222213856954795
"1442","certaintyUKRemain","englishness",-0.208738811890044
"1443","profile_household_size","locus2",-0.104327955837334
"1444","workingStatus","preschoolChildrenInHousehold",-0.101089094124301
"1445","effectsEUImmigration","polKnowClegg",-2.29962878223751
"1446","germanyFairShare","certaintyEUUKIP",-0.0992350542987879
"1447","euSources_111","al4",-0.0977488713501771
"1448","satDemEng","socialDes_2",-0.0399155710854728
"1449","UKsovereignty","likeBennett",-1.33149098464105
"1450","immigUKIP","headHouseholdPast",-0.0813050259702095
"1451","Age","europeanness",-3.15747458867463
"1452","monarch","europeanness",-0.701415083106895
"1453","profile_turnout_2015","regSatisfaction",-0.0764114537796559
"1454","ukCoopEuro","ns_sec_analytic",-0.0739351805134447
"1455","postalapply","tolUncertain3",-0.0721272178645904
"1456","headHouseholdPast","changeEducation",-0.0687384307095726
"1457","ukCoopEuro","satDemEng",-0.0673921419407861
"1458","locus1","personality_extraversion",-0.067128498990769
"1459","certaintyEUUKIP","likeGrn",-0.0635123522934009
"1460","profile_gross_personal","discussPolDays",-0.0625636730737824
"1461","tolUncertain2","friendsEU",-3.72317315314865
"1462","personality_extraversion","friendsEU",-0.647029517233477
"1463","likeOsborne","infoSourceTV",-0.0507583522926325
"1464","effectsEUTerror","polKnowClegg",-0.0480744412465128
"1465","effectsEUUnemployment","likeBennett",-0.0458851065855015
"1466","friendsEU","languageSkills",-4.02657996724008
"1467","europeanness","languageSkills",-2.20969541695422
"1468","beliefTradeoff","friendsEU",-1.18878922488034
"1469","blackEquality","friendsEU",-0.521874583322187
"1470","profile_ethnicity","languageSkills",-0.062176607951244
"1471","euLawsLevel","sickOrElderlyInHousehold",-0.0423176112064141
"1472","socialDes_none","profile_ethnicity",-0.0415531390337947
"1473","immigLD","socialIdentityGlobalRemain",-1.57616841369236
"1474","likeGove","socialIdentityGlobalRemain",-1.42475573697948
"1475","studentsMore","socialIdentityGlobalRemain",-1.92540034737817
"1476","euRefTurnout","socialIdentityGlobalRemain",-1.23352231922672
"1477","euLeaveVoice","socialIdentityGlobalRemain",-0.671150748961054
"1478","euSources_99","socialIdentityGlobalRemain",-0.398627121600384
"1479","countryOfBirth","socialIdentityGlobalRemain",-0.387446194251879
"1480","likeLab","euMIISmall",-0.0379807829372112
"1481","likeCorbyn","personality_conscientiousness",-0.0373708507361243
"1482","EUIntegrationSelf","immigCultural",-0.523572730726301
"1483","tuSupport","immigCultural",-0.281885882212237
"1484","lr1","euKnow6",-0.0335519819328738
"1485","socialDesScale","personality_neuroticism",-2.94750318934325
"1486","socialDes_none","personality_neuroticism",-0.974706377525081
"1487","changeNHS","personality_neuroticism",-0.154707450504475
"1488","conSupport","socialDes_4",-0.0211725891647205
"1489","euSources_2","lr_scale",-0.0170620920257534
"1490","likeFarron","certaintyUKRemain",-0.0132685286215519
"1491","countryOfBirth","profile_religion_denom",-0.0123696246052987
"1492","profile_gross_household","socialDes_2",-0.0108527696620371
