"","from","to","strength"
"1092","pidInterestedOthers","pidCriticiseParty",-786.657876761084
"1093","asylumMore","euID3",-18.5626293598543
"1094","euRefVote","euID3",-121.61196981564
"1095","ptvLD","pidInterestedOthers",-82.0167756493538
"1096","genElecTurnoutRetro","polAttention",-91.9551369291876
"1097","polAttention","ptvGrn",-71.6261855850098
"1098","beliefTradeoff","infoSourceTV",-15.39994088401
"1099","natSecurityLab","redistLab",-55.5063892429098
"1100","partyContactOtherParty","partyContactLab_2",-93.2774606348903
"1101","regretsIHaveAFew","profile_turnout_2015",-81.049177136525
"1102","likeLucas","infoSourceRadio",-97.7181288830179
"1103","country","regretsIHaveAFew",-116.944725370717
"1104","electionInterest","infoSourcePeople",-21.4967487622926
"1105","polAttention","likeFarron",-97.9001904845791
"1106","likeCorbyn","natSecurityLD",-88.0729391557106
"1107","likeMay","participation_5",-61.9502458418292
"1108","lr5","beliefTradeoff",-81.8475263439177
"1109","euRefVote","euID1",-34.221469497541
"1110","polAttention","lr_scale",-64.9556723298883
"1111","effectsEUTrade","polAttention",-67.4246952578978
"1112","al2","polAttention",-95.8749654998828
"1113","immigCultural","edlevel",-77.5959089897515
"1114","likeUKIP","ptvLD",-316.751148131334
"1115","ptvUKIP","ptvLD",-292.086508418062
"1116","likeUKIP","asylumMore",-156.48648191175
"1117","lr_scale","profile_socialgrade_cie",-83.4625886676658
"1118","lr_scale","leftRight",-66.509414843109
"1119","redistCon","EUIntegrationGreen",-23.3586535349605
"1120","EUIntegrationLD","redistGreen",-395.243230692751
"1121","EUIntegrationSelf","euMore",-191.811083382272
"1122","pidWeThey","likeSNP",-77.8256341042288
"1123","al2","effectsEUImmigration",-103.304773372212
"1124","electionInterest","euID6",-13.9088861814962
"1125","pidCommonParty","euID6",-25.7301444411351
"1126","EUIntegrationUKIP","redistSelf",-79.4016738695791
"1127","profile_eurefturnout","genElecTurnoutRetro",-82.6819664161121
"1128","natSecuritySelf","lr1",-83.8026909206746
"1129","effectsEUFinance","beliefTradeoff",-81.5289921855874
"1130","euLeaveBigBusiness","euID3",-7.08602888316818
"1131","effectsEUWorkers","al1",-72.5915195288835
"1132","econGenRetro","socialCare",-86.0817817244751
"1133","profile_household_children","al4",-26.4814320885707
"1134","gender","ukipUnited",-55.3254760986747
"1135","al5","natSecuritySelf",-112.294039236163
"1136","profile_education_age","lr_scale",-73.1629954939708
"1137","handleEUNegotiate","lr_scale",-85.4065705651883
"1138","pidCriticiseParty","partyIdStrength",-48.4215989178738
"1139","EUIntegrationSelf","natSecuritySelf",-97.637442972642
"1140","effectsEUUnemployment","natSecuritySelf",-91.1409490389051
"1141","likeFarron","EUIntegrationLD",-63.747028123762
"1142","age","lr4",-67.9207232239496
"1143","likeLucas","redistUKIP",-79.0190472838731
"1144","age","redistUKIP",-79.3889496254415
"1145","likeUKIP","pidPraiseGood",-56.9402167873195
"1146","lr2","infoSourcePeople",-15.2948808303045
"1147","personality_extraversion","infoSourcePeople",-56.5351016703135
"1148","EUIntegrationUKIP","leftRight",-78.8482282773475
"1149","ptvCon","al3",-86.0038621691783
"1150","lr2","al4",-33.8642920504717
"1151","natSecuritySelf","al4",-40.3677373406535
"1152","age","partyContact1",-85.3407939092176
"1153","partyContactLab","partyContact1",-284.315120263562
"1154","partyContactLab_1","partyContact1",-107.214256386451
"1155","likeGrn","policeCuts",-104.002367986075
"1156","euRefTurnoutRetro","al5",-112.69918819188
"1157","profile_education_age","redistCon",-30.9147577357799
"1158","EUIntegrationSelf","lr2",-93.5691405453254
"1159","likeUKIP","integrityMay",-106.497838162912
"1160","asylumMore","integrityMay",-81.5781368035532
"1161","likeGrn","lr2",-82.1684372089876
"1162","euLeaveVoice","effectsEUTerror",-141.549944165126
"1163","euID7","prefTradeoff",-70.8584515767216
"1164","natSecurityLab","expectGoodConductGeneral",-67.844403640891
"1165","reasonForVote","voteMethoda",-860.614216689999
"1166","pidConnected","euID7",-32.8862233135078
"1167","partyIdStrength","euID7",-65.7966488020029
"1168","age","anyUni",-130.92441244363
"1169","anyUni","asylumMore",-88.7154144769156
"1170","redistSelf","partyIdStrength",-59.1318399651282
"1171","likeMay","genElecTurnoutRetro",-78.8708024859479
"1172","age","likeLD",-98.5468582244939
"1173","pidInterestedOthers","pidRuinDay",-137.888749139231
"1174","pidWeThey","polAttention",-531.542787737766
"1175","polAttention","pidMyParty",-82.4369904266532
"1176","polAttention","pidPraiseGood",-234.795769813842
"1177","euRefVote","euLeaveBigBusiness",-75.4427130220138
"1178","likeLucas","ldUnited",-40.3821505283486
"1179","likeLab","pidCriticiseParty",-78.1407558820138
"1180","effectsEUWorkers","al4",-10.7492235531608
"1181","pidCommonParty","grnUnited",-26.4049982306533
"1182","likeFarron","likeCorbyn",-124.589386027386
"1183","competentFarron","likeCorbyn",-93.0989863853174
"1184","polAttention","likeGrn",-77.7626326068712
"1185","EUIntegrationLab","labUnited",-74.7614864475327
"1186","likeMay","likeRudd",-55.4407233385573
"1187","ptvLD","euID7",-19.3585038791134
"1188","euPriorityBalance","profile_eurefvote",-56.0081349253196
"1189","partyContactOtherParty","partyContactLD",-50.2589370799442
"1190","immigEcon","electionInterest",-80.7677519218305
"1191","age","leftRight",-69.8829663888464
"1192","natSecurityGrn","EUIntegrationGreen",-26.9403544540764
"1193","ptvLD","euID4",-51.2880683212206
"1194","partyIdStrength","euID4",-45.3267944074687
"1195","euRefTurnoutRetro","euID4",-29.0616447491702
"1196","profile_education_age","profile_gross_personal",-276.423880852366
"1197","asylumMore","euLeaveScotIndep",-37.4218016721206
"1198","effectsEUFinance","euLeaveScotIndep",-11.5056036641618
"1199","gender","euRefDoOver",-59.2411509797166
"1200","gender","edlevel",-68.7643525293097
"1201","al_scale","natSecurityUKIP",-82.8662311725348
"1202","likeDavis","likeNuttall",-166.875160063886
"1203","competentFarage","likeNuttall",-118.819855376467
"1204","likeLucas","natSecurityGrn",-76.4978978418949
"1205","effectsEUEcon","handleEUNegotiate",-78.8027840371069
"1206","euRefVote","euRefDoOver",-82.0041139826353
"1207","ptvLD","grnUnited",-35.1562495866528
"1208","negotiationSpecifics_3","grnUnited",-17.9094347038481
"1209","likeUKIP","likeDavis",-67.7870963718669
"1210","likeLucas","negotiationSpecifics_2",-18.5661764710931
"1211","UKsovereigntyPost","negotiationSpecifics_2",-26.8259113907916
"1212","euLeaveBigBusiness","euID6",-19.5465904693629
"1213","age","personality_neuroticism",-68.5913352619609
"1214","age","euID3",-16.5791762927474
"1215","pidRuinDay","euID3",-58.3883286771306
"1216","policeCuts","lr1",-71.7086293364118
"1217","likeUKIP","negotiationSpecifics_none",-77.7558375004346
"1218","effectsEUTrade","effectsEUFinance",-77.7816851651223
"1219","likeFarron","likeSNP",-77.2431452560122
"1220","pContactEday_99","partyContactLab_2",-220.658596463407
"1221","pContactEday_10","partyContactLab_2",-138.755847298053
"1222","profile_education_age","econPersonalRetro",-64.7707135260789
"1223","EUIntegrationSelf","econPersonalRetro",-77.9142105961728
"1224","profile_education_age","redistGreen",-96.9995599005633
"1225","likeLab","redistLab",-103.19845987553
"1226","euPriorityBalance","al5",-100.578108201611
"1227","immigCultural","ptvLab",-62.0301176154026
"1228","effectsEUWorkers","econGenRetro",-75.4423521946228
"1229","lr2","partyContact1",-76.232098187822
"1230","al_scale","EUIntegrationGreen",-16.5838686723655
"1231","likeMay","infoSourceInternet",-75.9446830707166
"1232","pidConnected","infoSourceInternet",-71.3550010104445
"1233","effectsEUImmigration","EUIntegrationLD",-62.0520928367187
"1234","studentsMore","redistCon",-13.458483109076
"1235","pidConnected","redistCon",-6.89209747385758
"1236","age","redistCon",-28.4497870806226
"1237","econGenRetro","ldUnited",-16.9068245468952
"1238","al3","personality_conscientiousness",-88.4424817155232
"1239","al4","infoSourceTV",-5.48751581302349
"1240","al_scale","euID4",-13.969693094703
"1241","likeUKIP","noneuMore",-28.6019909450115
"1242","likeLab","partyContactLab_5",-47.7897401405116
"1243","negotiationSpecifics_none","euID7",-12.6604549043259
"1244","EUIntegrationUKIP","al4",-10.7433582103331
"1245","al2","immigCultural",-116.431475271958
"1246","ptvCon","EUIntegrationCon",-72.6594046045939
"1247","competentCorbyn","likeFarron",-65.0814595861011
"1248","redistSelf","satDemUK",-67.3373206421675
"1249","asylumMore","al1",-59.1816915593736
"1250","age","effectsEUTrade",-74.5737951727933
"1251","likeMay","euLeaveScotIndep",-25.4569510734
"1252","age","likeSturgeon",-58.9476768712047
"1253","competentCorbyn","likeSturgeon",-119.991831394509
"1254","integrityMay","likeSturgeon",-74.1525530912186
"1255","likeGrn","ukipUnited",-31.936616351064
"1256","ptvCon","ukipUnited",-33.1356172667438
"1257","likeLab","pidCommonParty",-72.0807981052276
"1258","competentCorbyn","grnUnited",-22.5731538215623
"1259","likeMay","grnUnited",-50.3225583630265
"1260","euLeaveVoice","euRefDoOver",-81.6809921919485
"1261","likeCon","polAttention",-69.450279742945
"1262","partyContactLab_1","partyContactLab_5",-255.75639920076
"1263","partyContactLab_1","partyContactLab_6",-259.343480766191
"1264","likeMay","likeSNP",-67.1774173550511
"1265","partyContactLab_6","participation_5",-73.1004421209273
"1266","negotiationSpecifics_3","euID2",-22.5068833967744
"1267","age","policeCuts",-79.2337598701051
"1268","competentFarron","likeLab",-73.5427080894733
"1269","al_scale","labUnited",-70.6104386900552
"1270","noneuMore","infoSourcePeople",-16.4057685104563
"1271","euRefVote","euLeaveVoice",-73.3721740707406
"1272","effectsEUEcon","controlImmig",-13.9784392490546
"1273","likeLD","profile_eurefvote",-57.1139160045877
"1274","pidMyParty","euID1",-75.954793109835
"1275","pidConnected","euID1",-16.0181688937737
"1276","euID2","infoSourceTV",-25.2540411739101
"1277","lr4","euID3",-24.8632147846729
"1278","likeCon","likeCorbyn",-200.079136217733
"1279","likeMay","likeCorbyn",-136.864580534449
"1280","electionInterest","likeCorbyn",-92.2650412536168
"1281","age","likeCorbyn",-80.6727275870362
"1282","redistLD","redistSelf",-71.9340059038805
"1283","age","ptvGrn",-54.4499102499612
"1284","al4","satDemEng",-20.7817090114258
"1285","likeLucas","EUIntegrationUKIP",-59.3650266633776
"1286","handleEUNegotiate","al4",-13.7939540204607
"1287","likeMay","ldUnited",-42.0983520616064
"1288","ptvGrn","ldUnited",-26.5736680937334
"1289","EUIntegrationCon","ldUnited",-25.252348207483
"1290","al_scale","ldUnited",-26.9751598880976
"1291","partyContactLD","partyContactLab",-50.6360375589138
"1292","age","profile_socialgrade_cie",-52.5412558670723
"1293","al_scale","ukipUnited",-23.8907129860017
"1294","age","al1",-55.3696799897516
"1295","electionInterest","euID4",-14.4371918932666
"1296","genElecTurnoutRetro","euID4",-27.451481729353
"1297","likeUKIP","negotiationSpecifics_2",-16.0369225902032
"1298","euLeaveBigBusiness","expectAccess",-94.1731551617595
"1299","likeFarron","EUIntegrationLab",-73.0346860307764
"1300","likeLab","ptvGrn",-67.3854137370363
"1301","pidCriticiseParty","euID1",-13.1562708841375
"1302","asylumMore","pidWeThey",-84.9821151429205
"1303","euLeaveBigBusiness","lr_scale",-55.5633894686325
"1304","redistLab","lr_scale",-63.5925332353218
"1305","likeSNP","partyIdStrength",-67.9281645327173
"1306","age","negotiationSpecifics_2",-16.469773523364
"1307","personality_agreeableness","profile_eurefturnout",-60.1149072661865
"1308","profile_socialgrade_cie","changeView",-22.7519229232639
"1309","pidInterestedOthers","euID3",-17.4413555618085
"1310","ptvLD","euID3",-18.8609428466589
"1311","personality_agreeableness","gender",-232.640053643448
"1312","personality_openness","gender",-107.328070198484
"1313","labUnited","beliefTradeoff",-70.0102109973959
"1314","personality_conscientiousness","infoSourcePeople",-17.9398866268966
"1315","likeBoris","likeLucas",-72.0462192800915
"1316","EUIntegrationSelf","ptvUKIP",-69.3175637554014
"1317","al_scale","pidWeThey",-61.0031363588641
"1318","likeRudd","infoSourceTV",-50.2358314855592
"1319","competentFarage","infoSourceTV",-14.7977875814322
"1320","lr1","infoSourceTV",-23.9432186866907
"1321","pidCriticiseParty","euID7",-26.3440856273446
"1322","natSecuritySelf","personality_extraversion",-58.4175332084051
"1323","pidConnected","leftRight",-61.4804382747388
"1324","prefTradeoff","euLeaveScotIndep",-11.9567689848627
"1325","likeLD","EUIntegrationGreen",-12.4867411119776
"1326","participation_4","partyContactCon",-63.5581474578257
"1327","redistSelf","prefTradeoff",-71.9972872054859
"1328","grnUnited","blackEquality",-62.8444813008609
"1329","pidPraiseGood","euID6",-18.2653251411684
"1330","immigCultural","competentFarron",-73.4311991393333
"1331","pidInterestedOthers","participation_4",-57.2028719477967
"1332","polAttention","likeSturgeon",-65.9796759163291
"1333","effectsEUTrade","likeRudd",-44.875224894131
"1334","ptvUKIP","competentMay",-60.7984339977338
"1335","competentFarron","competentMay",-1136.13760956535
"1336","partyContactCon","partyContactGrn",-103.069130519013
"1337","al_scale","grnUnited",-22.5014401823719
"1338","age","satDemUK",-65.0361250815913
"1339","effectsEUTerror","euID4",-9.1017934727206
"1340","anyUni","participation_4",-26.2979627972018
"1341","al3","pidPraiseGood",-62.2318667263826
"1342","gender","euID3",-25.4432687468143
"1343","regretsIHaveAFew","changeView",-28.2505782734988
"1344","likeGrn","infoSourceTV",-31.8674016884834
"1345","gender","infoSourceTV",-26.3168588077679
"1346","familiesMore","effectsEUFinance",-67.1662523369159
"1347","asylumMore","likeSturgeon",-58.6571062606236
"1348","ptvCon","likeSturgeon",-56.1088782996521
"1349","likeRudd","natSecurityLab",-134.598987314865
"1350","competentFarage","natSecurityLab",-97.4581404641358
"1351","al2","lr2",-71.2026751811209
"1352","asylumMore","effectsEUImmigration",-65.8457026140168
"1353","effectsEUUnemployment","euLeaveScotIndep",-15.5188289723228
"1354","participation_4","partyContactLab_2",-68.5167108420319
"1355","likeSNP","satDemEng",-46.8942358785789
"1356","studentsMore","polAttention",-67.6044118290156
"1357","age","euRefVote",-66.2192470157788
"1358","likeDavis","ldUnited",-16.2144981384481
"1359","handleEUNegotiate","redistGreen",-62.559320642089
"1360","likeLucas","redistSelf",-76.0552283856086
"1361","likeGrn","pidConnected",-60.7682954179909
"1362","negotiationSpecifics_3","lr2",-68.1360487795318
"1363","pContactEday_99","partyContactLab_3",-55.4199428152692
"1364","EUIntegrationLab","negotiationSpecifics_2",-19.4526168287994
"1365","electionInterest","euID3",-16.7254205923091
"1366","partyContactLab_2","partyContactLD",-146.944407004643
"1367","partyContactLab_7","partyContactLD",-81.8708806439563
"1368","likeUKIP","effectsEUEcon",-65.5514760950246
"1369","euMore","likeLD",-55.5506368015049
"1370","pidMyParty","likeLD",-61.5287799670768
"1371","EUIntegrationUKIP","ukipUnited",-22.5079804331108
"1372","redistUKIP","al4",-22.7042410823706
"1373","redistGreen","al4",-19.1241712801857
"1374","euRefVote","euID6",-18.5997102948531
"1375","participation_4","partyContactLab_6",-56.8226993295066
"1376","pidCommonParty","euID2",-19.5594038604686
"1377","polAttention","EUIntegrationLD",-80.8241661290813
"1378","natSecurityGrn","EUIntegrationLD",-59.0840781560546
"1379","handleEUNegotiate","EUIntegrationUKIP",-73.6875221217924
"1380","euRefTurnoutRetro","EUIntegrationUKIP",-69.6454899832315
"1381","ptvCon","likeLD",-69.5386065352504
"1382","EUIntegrationCon","natSecurityCon",-96.8048876643006
"1383","regretsIHaveAFew","likeSturgeon",-54.569203992025
"1384","integrityMay","competentFarage",-73.5663757148068
"1385","likeMay","competentFarage",-82.0019857064544
"1386","personality_openness","personality_conscientiousness",-1832.80660080769
"1387","ptvGrn","personality_conscientiousness",-64.7982320840674
"1388","ptvLD","euID6",-14.6253809118716
"1389","disability","ldUnited",-19.4032644566178
"1390","controlImmig","ldUnited",-15.4002941090293
"1391","likeMay","redistCon",-29.1513169771642
"1392","natSecurityLab","redistCon",-332.894893245742
"1393","likeLucas","natSecurityLab",-65.5277208291081
"1394","asylumMore","redistCon",-16.8998366139858
"1395","ptvUKIP","pidWeThey",-58.9670404750068
"1396","al_scale","lr_scale",-64.3522223537002
"1397","pidPraiseGood","euID3",-16.380166476476
"1398","immigCultural","euMore",-97.2721190858865
"1399","al2","euMore",-56.2739804672383
"1400","personality_extraversion","personality_neuroticism",-59.8750159867268
"1401","EUIntegrationUKIP","redistGreen",-110.247408005162
"1402","redistGreen","redistLD",-5628.650421864
"1403","likeNuttall","redistGreen",-86.4301294305915
"1404","age","likeLucas",-63.2597769765707
"1405","familiesMore","natSecuritySelf",-63.7735907734896
"1406","participation_4","partyContactLab",-53.6859491148425
"1407","pidRuinDay","expectGoodConductGeneral",-59.7822052433694
"1408","controlImmig","euLeaveScotIndep",-8.83051206833625
"1409","grnUnited","redistGreen",-63.6782526982279
"1410","competentFarage","ukipUnited",-30.6643401810798
"1411","EUIntegrationUKIP","ptvLab",-58.437511010241
"1412","age","noneuMore",-21.6771197346243
"1413","lr_scale","profile_eurefvote",-71.2091316970927
"1414","euLeaveVoice","profile_eurefvote",-66.4458027629316
"1415","euID2","profile_eurefvote",-60.9270486698824
"1416","competentFarron","likeLD",-123.844447464056
"1417","competentFarage","likeLD",-76.8458358340577
"1418","likeGrn","euID2",-9.06953463089303
"1419","handleEUNegotiate","polAttention",-67.6343402559432
"1420","studentsMore","euID4",-20.1360181239143
"1421","natSecuritySelf","euID4",-18.0778561661427
"1422","disability","personality_extraversion",-52.7573906075268
"1423","euPriorityBalance","polAttention",-63.0856825968658
"1424","likeLab","euLeaveScotIndep",-19.3886176392625
"1425","immigCultural","euID7",-15.4129514584274
"1426","ptvUKIP","euID7",-23.3551107856474
"1427","personality_extraversion","infoSourceTV",-19.233589618445
"1428","immigEcon","integrityCorbyn",-74.0830626230891
"1429","likeRudd","integrityCorbyn",-63.4689950590036
"1430","blackEquality","euLeaveScotIndep",-11.7793900222823
"1431","natSecurityLab","negotiationSpecifics_2",-17.1738299090721
"1432","handleEUNegotiate","redistCon",-19.7698454470665
"1433","pidCriticiseParty","redistCon",-14.1808461376058
"1434","age","ldUnited",-32.7118640108747
"1435","redistCon","ldUnited",-14.8933723300943
"1436","al_scale","expectAccess",-58.956733801966
"1437","al_scale","euID7",-14.7511009822047
"1438","asylumMore","competentCorbyn",-51.9222477497824
"1439","natSecurityLD","satDemEng",-47.3193484896074
"1440","pidPraiseGood","satDemEng",-25.1017756527654
"1441","satDemUK","al4",-9.96039101056522
"1442","likeNuttall","EUIntegrationLD",-66.3569953986007
"1443","asylumMore","likeBoris",-61.9646813663858
"1444","likeLD","conUnited",-61.5729322297266
"1445","euLeaveVoice","negotiationSpecifics_2",-22.3439891307244
"1446","euPriorityBalance","negotiationSpecifics_2",-30.6127840185763
"1447","pidInterestedOthers","infoSourcePeople",-22.5024519774961
"1448","partyIdStrength","infoSourcePeople",-21.3420090471336
"1449","likeMay","policeCuts",-101.577995713444
"1450","policeCuts","lr4",-201.482697578605
"1451","al_scale","pidCommonParty",-56.3934677570142
"1452","effectsEUTrade","effectsEUUnemployment",-91.5826640871164
"1453","ptvGrn","satDemUK",-69.461114428872
"1454","pidRuinDay","euID4",-16.2422649050641
"1455","EUIntegrationUKIP","changeView",-5.30907774695879
"1456","EUIntegrationGreen","euID3",-17.4906182719133
"1457","effectsEUImmigration","immigEcon",-61.1170730078447
"1458","handleEUNegotiate","EUIntegrationCon",-63.6824466002145
"1459","profile_gross_personal","econGenRetro",-61.0047095089685
"1460","likeLD","redistLab",-58.5674723636039
"1461","euLeaveVoice","euLeaveBigBusiness",-107.799944972583
"1462","prefTradeoff","lr3",-60.8722823291027
"1463","ukipUnited","infoSourceTV",-16.3325443482026
"1464","likeNuttall","infoSourceTV",-10.3755056889277
"1465","euRefDoOver","euID1",-17.6751983335998
"1466","ptvUKIP","euID1",-20.9494199760811
"1467","profile_education_age","ldUnited",-18.6754733793423
"1468","profile_gross_personal","ldUnited",-8.70391476441728
"1469","likeLD","satDemUK",-60.7226704097047
"1470","satDemEng","euID4",-22.3079851667499
"1471","natSecuritySelf","redistUKIP",-60.6882351462118
"1472","beliefTradeoff","infoSourcePeople",-8.59775753048598
"1473","age","econPersonalRetro",-58.0741122959662
"1474","electionInterest","EUIntegrationGreen",-12.4679039178882
"1475","gender","euID6",-18.8004002838497
"1476","competentLucas","ukipUnited",-13.5465519978825
"1477","negotiationSpecifics_2","socialCare",-60.3078857512082
"1478","competentCorbyn","labUnited",-184.590485079178
"1479","competentMay","labUnited",-152.287266858082
"1480","personality_agreeableness","euRefTurnoutRetro",-49.9222634969101
"1481","euRefTurnoutRetro","noneuMore",-13.649487300092
"1482","redistUKIP","infoSourceInternet",-55.4289820341437
"1483","partyContactGrn","partyContactUKIP",-667.786801995516
"1484","profile_gross_personal","econPersonalRetro",-49.8140419935371
"1485","EUIntegrationLab","natSecurityCon",-60.1532061192265
"1486","ptvGrn","participation_4",-8.2205729614725
"1487","age","participation_4",-94.4276899140532
"1488","genElecTurnoutRetro","participation_4",-19.1306875947339
"1489","infoSourceInternet","participation_4",-18.8347660703621
"1490","natSecurityUKIP","participation_4",-21.5885629190416
"1491","EUIntegrationUKIP","participation_4",-11.0598691994091
"1492","infoSourceTV","participation_4",-15.915308941363
"1493","partyIdStrength","participation_4",-41.1736370273247
"1494","ptvLD","participation_4",-11.8612451360787
"1495","profile_gross_personal","participation_4",-24.3746701190794
"1496","polAttention","participation_4",-43.8446782126703
"1497","familiesMore","controlImmig",-33.759257313468
"1498","blackEquality","al4",-17.7018099141278
"1499","negotiationSpecifics_3","al4",-14.0521983457365
"1500","ptvLD","al4",-5.87079063380952
"1501","polAttention","grnUnited",-14.2355831080276
"1502","ptvLab","grnUnited",-20.2721096640744
"1503","likeUKIP","grnUnited",-21.9614623724992
"1504","profile_education_age","negotiationSpecifics_2",-10.8655642539343
"1505","age","pidRuinDay",-58.4836874436951
"1506","negotiationSpecifics_none","EUIntegrationGreen",-10.1205181398691
"1507","partyContactLab_2","partyContactLab_5",-49.4563101575641
"1508","ptvUKIP","likeSNP",-49.4223165891526
"1509","satDemUK","partyIdStrength",-53.4426566346119
"1510","euRefDoOver","euLeaveScotIndep",-15.950592627989
"1511","ptvCon","competentMay",-55.0746051595052
"1512","effectsEUTrade","competentFarage",-54.4843565721167
"1513","euLeaveBigBusiness","euID2",-14.3477441546565
"1514","infoSourceInternet","participation_1",-49.9786961589925
"1515","UKsovereigntyPost","gender",-179.970681874478
"1516","likeMay","gender",-162.463217291144
"1517","likeGrn","gender",-233.648170499277
"1518","natSecuritySelf","gender",-123.022383506406
"1519","asylumMore","likeFarron",-97.9384197065374
"1520","partyIdStrength","partyContactLab_6",-49.0692857522517
"1521","electionInterest","partyContact1",-62.6243326609456
"1522","partyContactLab_6","partyContact1",-60.3807876441588
"1523","negotiationSpecifics_none","participation_4",-16.2510713068405
"1524","gender","euID1",-16.2690583768708
"1525","euLeaveBigBusiness","pidInterestedOthers",-54.0056556652635
"1526","age","effectsEUTerror",-54.2893910839775
"1527","partyIdStrength","euID6",-15.9949887045586
"1528","effectsEUWorkers","euLeaveScotIndep",-8.75777649123484
"1529","asylumMore","ptvGrn",-44.6510157941739
"1530","effectsEUUnemployment","euID3",-11.2523599771157
"1531","profile_education_age","infoSourceTV",-11.1194343389143
"1532","studentsMore","infoSourceTV",-12.6220958111953
"1533","personality_openness","al4",-49.4721544622153
"1534","personality_agreeableness","al4",-12.9857769093578
"1535","econGenRetro","redistCon",-6.03914680684102
"1536","natSecuritySelf","negotiationSpecifics_2",-10.7481715879476
"1537","likeCorbyn","negotiationSpecifics_2",-28.2988337847746
"1538","handleEUNegotiate","negotiationSpecifics_2",-8.85772036009803
"1539","EUIntegrationUKIP","euID6",-5.71692263145815
"1540","lr2","changeView",-5.36624748281611
"1541","EUIntegrationCon","EUIntegrationLD",-63.1123849064315
"1542","EUIntegrationSelf","EUIntegrationLD",-59.5902485758706
"1543","likeCorbyn","euID4",-39.8510335406681
"1544","lr1","euID4",-14.0368239339587
"1545","pidPraiseGood","euID4",-13.9690611729966
"1546","pidMyParty","natSecurityLab",-58.3976361883688
"1547","natSecuritySelf","EUIntegrationGreen",-13.3731010270494
"1548","ptvGrn","EUIntegrationGreen",-12.2133724995365
"1549","age","disability",-254.914520094237
"1550","immigCultural","euID1",-13.8954330113484
"1551","likeLab","euID1",-18.6135643820598
"1552","anyUni","redistCon",-12.4398584954324
"1553","pidMyParty","EUIntegrationGreen",-11.0303107974905
"1554","profile_household_children","personality_neuroticism",-52.0696700676417
"1555","ldUnited","redistLD",-60.5045710703052
"1556","natSecurityGrn","ukipUnited",-14.1285420282657
"1557","effectsEUTrade","negotiationSpecifics_2",-12.4676682642421
"1558","likeGrn","euID4",-11.1642047900095
"1559","euRefTurnoutRetro","likeLD",-52.6266564044417
"1560","likeGrn","infoSourcePeople",-16.084638156186
"1561","al1","redistCon",-14.4966885054455
"1562","EUIntegrationSelf","lr_scale",-59.9272085456905
"1563","profile_education_age","al5",-70.9121193907995
"1564","profile_turnout_2015","ldUnited",-12.5189022106424
"1565","euRefTurnoutRetro","policeCuts",-56.302456794765
"1566","natSecuritySelf","participation_4",-5.698738560528
"1567","likeLD","partyIdStrength",-51.5476551163156
"1568","polAttention","euLeaveScotIndep",-9.47234835384734
"1569","ptvGrn","euID4",-8.68987677199038
"1570","euRefVote","controlImmig",-52.4015577185783
"1571","effectsEUNHS","controlImmig",-51.9413740732416
"1572","EUIntegrationCon","controlImmig",-39.813512739267
"1573","al2","controlImmig",-20.986470366297
"1574","pidPraiseGood","controlImmig",-13.20673395224
"1575","econGenRetro","controlImmig",-20.375058128724
"1576","effectsEUFinance","controlImmig",-19.3294091651915
"1577","disability","controlImmig",-10.6631124894338
"1578","age","infoSourcePaper",-88.3576620173262
"1579","profile_household_children","euID1",-11.2652994647942
"1580","handleEUNegotiate","satDemEng",-31.8741419419493
"1581","immigCultural","satDemEng",-31.9187217873441
"1582","age","satDemEng",-30.6100303732455
"1583","personality_openness","satDemEng",-26.4091647248788
"1584","lr4","al4",-14.5080185403422
"1585","likeFarron","ukipUnited",-13.1362704787389
"1586","effectsEUUnemployment","redistCon",-7.21031026283163
"1587","ptvLD","changeView",-20.0588869023559
"1588","redistSelf","changeView",-33.4638186203374
"1589","likeMay","changeView",-24.2237956573081
"1590","ptvCon","changeView",-27.6158261137789
"1591","polAttention","changeView",-15.550743914293
"1592","genElecTurnoutRetro","changeView",-25.731589452007
"1593","pidMyParty","changeView",-27.1260895733685
"1594","partyIdStrength","changeView",-54.5343754821915
"1595","euID3","changeView",-26.3899822907406
"1596","EUIntegrationLD","changeView",-33.0035369995421
"1597","policeCuts","changeView",-10.5178370504182
"1598","anyUni","changeView",-19.3717221951301
"1599","satDemUK","changeView",-14.099223503028
"1600","EUIntegrationSelf","changeView",-19.5736390811107
"1601","conUnited","changeView",-34.1952650590174
"1602","labUnited","changeView",-13.4456968993291
"1603","natSecurityLD","changeView",-8.90301313337477
"1604","infoSourcePeople","changeView",-30.0561511561573
"1605","participation_5","changeView",-12.770123578608
"1606","pidCriticiseParty","changeView",-11.6350341228936
"1607","EUIntegrationLab","changeView",-11.2531702803972
"1608","likeLD","natSecurityLD",-151.321767158573
"1609","likeNuttall","ldUnited",-20.2463025090838
"1610","likeUKIP","ldUnited",-12.4558349515355
"1611","econGenRetro","integrityMay",-56.8353764203712
"1612","likeRudd","grnUnited",-13.6147556009601
"1613","age","grnUnited",-20.0836734718905
"1614","expectAccess","euLeaveScotIndep",-8.29595920789143
"1615","effectsEUTrade","controlImmig",-27.563874703912
"1616","controlImmig","UKsovereigntyPost",-354.140773204301
"1617","immigEcon","controlImmig",-10.1431441574896
"1618","al1","controlImmig",-12.9634882328392
"1619","econGenRetro","conUnited",-56.4239630843731
"1620","competentCorbyn","pidWeThey",-51.2182281155765
"1621","likeFarron","likeGrn",-52.6904558468232
